@@ Smileys & Emotion
1F468,1F3FC;fq;man - medium-light skin tone
1F468,1F3FD;fq;man - medium skin tone
1F468,1F3FE;fq;man - medium-dark skin tone
1F468,1F3FF;fq;man - dark skin tone
1F9D4;fq;person - beard
1F9D4,1F3FB;fq;person - light skin tone, beard
1F9D4,1F3FC;fq;person - medium-light skin tone, beard
1F9D4,1F3FD;fq;person - medium skin tone, beard
1F9D4,1F3FE;fq;person - medium-dark skin tone, beard
1F9D4,1F3FF;fq;person - dark skin tone, beard
1F9D4,200D,2642,FE0F;fq;man - beard
1F9D4,200D,2642;mq;man - beard
1F9D4,1F3FB,200D,2642,FE0F;fq;man - light skin tone, beard
1F9D4,1F3FB,200D,2642;mq;man - light skin tone, beard
1F9D4,1F3FC,200D,2642,FE0F;fq;man - medium-light skin tone, beard
1F9D4,1F3FC,200D,2642;mq;man - medium-light skin tone, beard
1F9D4,1F3FD,200D,2642,FE0F;fq;man - medium skin tone, beard
1F9D4,1F3FD,200D,2642;mq;man - medium skin tone, beard
1F9D4,1F3FE,200D,2642,FE0F;fq;man - medium-dark skin tone, beard
1F9D4,1F3FE,200D,2642;mq;man - medium-dark skin tone, beard
1F9D4,1F3FF,200D,2642,FE0F;fq;man - dark skin tone, beard
1F9D4,1F3FF,200D,2642;mq;man - dark skin tone, beard
1F9D4,200D,2640,FE0F;fq;woman - beard
1F9D4,200D,2640;mq;woman - beard
1F9D4,1F3FB,200D,2640,FE0F;fq;woman - light skin tone, beard
1F9D4,1F3FB,200D,2640;mq;woman - light skin tone, beard
1F9D4,1F3FC,200D,2640,FE0F;fq;woman - medium-light skin tone, beard
1F9D4,1F3FC,200D,2640;mq;woman - medium-light skin tone, beard
1F9D4,1F3FD,200D,2640,FE0F;fq;woman - medium skin tone, beard
1F9D4,1F3FD,200D,2640;mq;woman - medium skin tone, beard
1F9D4,1F3FE,200D,2640,FE0F;fq;woman - medium-dark skin tone, beard
1F9D4,1F3FE,200D,2640;mq;woman - medium-dark skin tone, beard
1F9D4,1F3FF,200D,2640,FE0F;fq;woman - dark skin tone, beard
1F9D4,1F3FF,200D,2640;mq;woman - dark skin tone, beard
1F468,200D,1F9B0;fq;man - red hair
1F468,1F3FB,200D,1F9B0;fq;man - light skin tone, red hair
1F468,1F3FC,200D,1F9B0;fq;man - medium-light skin tone, red hair
1F468,1F3FD,200D,1F9B0;fq;man - medium skin tone, red hair
1F468,1F3FE,200D,1F9B0;fq;man - medium-dark skin tone, red hair
1F468,1F3FF,200D,1F9B0;fq;man - dark skin tone, red hair
1F468,200D,1F9B1;fq;man - curly hair
1F468,1F3FB,200D,1F9B1;fq;man - light skin tone, curly hair
1F468,1F3FC,200D,1F9B1;fq;man - medium-light skin tone, curly hair
1F468,1F3FD,200D,1F9B1;fq;man - medium skin tone, curly hair
1F468,1F3FE,200D,1F9B1;fq;man - medium-dark skin tone, curly hair
